system:index,availability_status,figure_id,is_valid_month,month,month_of_year,pollutant,processing_branch,support_count_mean,support_count_median,support_count_p10,support_count_p90,system_time_start,temporal_support_fraction_mean,temporal_support_mode,valid_area_percent,year,.geo
2_00000000000000000007,VALID,FIG_7,1,2024-03,3,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,16.725137721078575,17.0,15.0,18.0,1709251200000,,VALID_ORBITAL_OBSERVATIONS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000a,VALID,FIG_7,1,2024-04,4,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,23.714120034792693,24.0,22.0,26.0,1711929600000,,VALID_ORBITAL_OBSERVATIONS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000009,VALID,FIG_7,1,2024-04,4,NO2,NO2_DAILY_FIRST_LEVEL1,18.16868596160639,18.000000000000007,17.0,20.0,1711929600000,0.6056228771655717,VALID_DAYS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000b,VALID,FIG_7,1,2024-04,4,CO,CO_DAILY_FIRST,18.96947503238722,19.000000000000004,16.0,22.0,1711929600000,0.6323158430467979,VALID_DAYS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000e,VALID,FIG_7,1,2024-05,5,CO,CO_DAILY_FIRST,21.447495877988455,20.999999999999996,18.999999999999996,25.000000000000004,1714521600000,0.6918547010656211,VALID_DAYS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000d,VALID,FIG_7,1,2024-05,5,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,26.82429689765149,27.0,25.0,28.0,1714521600000,,VALID_ORBITAL_OBSERVATIONS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000c,VALID,FIG_7,1,2024-05,5,NO2,NO2_DAILY_FIRST_LEVEL1,18.570560004710877,18.000000000000014,17.0,20.0,1714521600000,0.599050318555295,VALID_DAYS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000f,VALID,FIG_7,1,2024-06,6,NO2,NO2_DAILY_FIRST_LEVEL1,20.87110617124012,20.999999999999993,19.000000000000004,22.999999999999996,1717200000000,0.6957035414956152,VALID_DAYS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000011,VALID,FIG_7,1,2024-06,6,CO,CO_DAILY_FIRST,24.964190024732073,24.999999999999993,23.0,26.999999999999996,1717200000000,0.8321396632398833,VALID_DAYS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000010,VALID,FIG_7,1,2024-06,6,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,29.69440417512323,30.0,28.0,32.0,1717200000000,,VALID_ORBITAL_OBSERVATIONS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000012,VALID,FIG_7,1,2024-07,7,NO2,NO2_DAILY_FIRST_LEVEL1,22.057170827935447,22.000000000000004,20.000000000000007,24.0,1719792000000,0.711521633074675,VALID_DAYS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000014,VALID,FIG_7,1,2024-07,7,CO,CO_DAILY_FIRST,26.962327758803436,27.000000000000004,25.0,27.999999999999993,1719792000000,0.8697524963879298,VALID_DAYS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000013,VALID,FIG_7,1,2024-07,7,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,31.43142939982603,32.0,29.0,33.0,1719792000000,,VALID_ORBITAL_OBSERVATIONS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000016,VALID,FIG_7,1,2024-08,8,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,32.270513192229636,32.0,31.0,34.0,1722470400000,,VALID_ORBITAL_OBSERVATIONS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000017,VALID,FIG_7,1,2024-08,8,CO,CO_DAILY_FIRST,23.36361294311622,22.999999999999982,20.999999999999996,26.00000000000001,1722470400000,0.7536649252789842,VALID_DAYS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000015,VALID,FIG_7,1,2024-08,8,NO2,NO2_DAILY_FIRST_LEVEL1,22.58043811094101,22.99999999999999,20.999999999999993,23.99999999999999,1722470400000,0.7284012228003054,VALID_DAYS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000019,VALID,FIG_7,1,2024-09,9,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,31.281240939402714,31.0,29.0,35.0,1725148800000,,VALID_ORBITAL_OBSERVATIONS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000018,VALID,FIG_7,1,2024-09,9,NO2,NO2_DAILY_FIRST_LEVEL1,22.710141620539382,23.0,21.0,24.999999999999996,1725148800000,0.7570047196877845,VALID_DAYS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000001a,VALID,FIG_7,1,2024-09,9,CO,CO_DAILY_FIRST,19.401366152396644,18.999999999999993,17.000000000000004,21.0,1725148800000,0.646712211479818,VALID_DAYS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000001d,VALID,FIG_7,1,2024-10,10,CO,CO_DAILY_FIRST,18.751810740784347,18.999999999999986,17.0,20.999999999999996,1727740800000,0.6048971171805752,VALID_DAYS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000001b,VALID,FIG_7,1,2024-10,10,NO2,NO2_DAILY_FIRST_LEVEL1,17.3666529266282,16.999999999999996,14.999999999999996,20.000000000000004,1727740800000,0.5602146040982975,VALID_DAYS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000001c,VALID,FIG_7,1,2024-10,10,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,16.00695853870687,16.0,13.0,18.0,1727740800000,,VALID_ORBITAL_OBSERVATIONS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000020,VALID,FIG_7,1,2024-11,11,CO,CO_DAILY_FIRST,17.97141090566481,18.0,16.0,18.999999999999996,1730419200000,0.5990470384152504,VALID_DAYS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000001f,NA_NO_VALID_FINAL_RASTER_DATA,FIG_7,0,2024-11,11,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,0.0,0.0,0.0,0.0,1730419200000,,VALID_ORBITAL_OBSERVATIONS,0.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000001e,VALID,FIG_7,1,2024-11,11,NO2,NO2_DAILY_FIRST_LEVEL1,9.72028471322577,9.999999999999993,9.0,10.999999999999996,1730419200000,0.3240095009307107,VALID_DAYS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000023,VALID,FIG_7,1,2024-12,12,CO,CO_DAILY_FIRST,20.924515663643845,21.0,19.999999999999996,21.999999999999993,1733011200000,0.6749843732492161,VALID_DAYS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000021,VALID,FIG_7,1,2024-12,12,NO2,NO2_DAILY_FIRST_LEVEL1,4.584744140855024,4.999999999999999,4.0,4.999999999999999,1733011200000,0.14789496787803233,VALID_DAYS,100.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000022,NA_NO_VALID_FINAL_RASTER_DATA,FIG_7,0,2024-12,12,SO2,SO2_ORBITAL_MONTHLY_LEVEL1,0.0,0.0,0.0,0.0,1733011200000,,VALID_ORBITAL_OBSERVATIONS,0.0,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
